iter	Logloss
363	0.2918912724
364	0.2917458035
365	0.2916431127
366	0.2915168313
367	0.2913587773
368	0.2912632239
369	0.291184413
370	0.2910397111
371	0.2909423518
372	0.2907196193
373	0.2905812612
374	0.2904403395
375	0.2903045592
376	0.2902004281
377	0.29011902
378	0.2900271603
379	0.2898873895
380	0.289770284
381	0.2896690855
382	0.2895426166
383	0.2894294354
384	0.2893101187
385	0.2892023049
386	0.2891191
387	0.2889751225
388	0.2887759385
389	0.2886713781
390	0.2885399989
391	0.2883917973
392	0.2883073632
393	0.2881767222
394	0.2880375534
395	0.287871543
396	0.2877643642
397	0.2876682804
398	0.2875359657
399	0.2874421164
400	0.2873466014
401	0.2872373724
402	0.2870188755
403	0.2868534674
404	0.2867589518
405	0.2866438267
406	0.2865975484
407	0.2864887296
408	0.2864028862
409	0.2863115857
410	0.2861948893
411	0.2861101623
412	0.2859693786
413	0.2858497528
414	0.2857235591
415	0.2855651658
416	0.2854549322
417	0.2853459027
418	0.2851968347
419	0.2850749215
420	0.2849418473
421	0.2848348432
422	0.2846889667
423	0.2845714756
424	0.2844675727
425	0.2843662148
426	0.2842697297
427	0.2841494259
428	0.2840031809
429	0.2838469526
430	0.2837071818
431	0.2836164755
432	0.2835109852
433	0.2833758339
434	0.2832469419
435	0.2830818389
436	0.2829923811
437	0.2827709107
438	0.2826884405
439	0.2825845937
440	0.2824637789
441	0.2823668652
442	0.2822827813
443	0.2821261347
444	0.282000758
445	0.2819149431
446	0.2817696662
447	0.2816695325
448	0.2815982003
449	0.2815005228
450	0.2814006494
451	0.2813171703
452	0.2812234293
453	0.2810871014
454	0.2810022118
455	0.2809251695
456	0.2808108934
457	0.2807052242
458	0.2805550356
459	0.2804529397
460	0.2803544442
461	0.2802402974
462	0.2801751729
463	0.2800887758
464	0.2799904095
465	0.2798480044
466	0.279700388
467	0.2796071051
468	0.2794839883
469	0.2793605833
470	0.2792506293
471	0.2791449781
472	0.2790230154
473	0.2789148329
474	0.2787925246
475	0.2786785767
476	0.2785920808
477	0.2784665014
478	0.278282928
479	0.2781728897
480	0.2780960605
481	0.2779121733
482	0.2778188722
483	0.2775770673
484	0.2774576175
485	0.2773344699
486	0.2772144419
487	0.2771048919
488	0.2769274475
489	0.2767277881
490	0.2766239721
491	0.2765077688
492	0.2763862689
493	0.2762641281
494	0.2761218439
495	0.2759834104
496	0.2758764072
497	0.275763799
498	0.2756528755
499	0.2755494667
500	0.2754105404
501	0.2752929847
502	0.2751973011
503	0.2751098667
504	0.274987307
505	0.2749095165
506	0.2747541083
507	0.274653779
508	0.2745596788
509	0.2744667095
510	0.2742505924
511	0.2741317541
512	0.2740686197
513	0.2739379315
514	0.2738213245
515	0.2737291758
516	0.2736134401
517	0.2735308255
518	0.2734278581
519	0.2733582116
520	0.2732569561
521	0.2731551169
522	0.2730580512
523	0.2729919632
524	0.2728581023
525	0.2727417233
526	0.2725899064
527	0.272460168
528	0.2723299478
529	0.2722256147
530	0.272080924
531	0.2719248252
532	0.2717589976
533	0.2716153129
534	0.2715150028
535	0.2714224039
536	0.2713077469
537	0.2712152275
538	0.2711267465
539	0.2709841544
540	0.2708783919
541	0.2708018876
542	0.2706844186
543	0.2705878671
544	0.2705064017
545	0.270380669
546	0.2702854621
547	0.2701888266
548	0.2701113145
549	0.2699989594
550	0.2699083026
551	0.2697900863
552	0.2697146928
553	0.2695962282
554	0.2694782747
555	0.2693999852
556	0.2692588948
557	0.2691434722
558	0.2690534813
559	0.2688924699
560	0.268785586
561	0.2687077338
562	0.2686397882
563	0.2685002254
564	0.2683524948
565	0.2682623149
566	0.2681363153
567	0.2680534263
568	0.2679540278
569	0.2678590685
570	0.2677500076
571	0.2677024992
572	0.2676238164
573	0.2675446749
574	0.2674511587
575	0.2673484937
576	0.2672811671
577	0.26706784
578	0.2669604982
579	0.2668692308
580	0.2667245645
581	0.2666147693
582	0.2665044399
583	0.2664011138
584	0.2663238849
585	0.2662255606
586	0.2661388922
587	0.2660559052
588	0.2659436402
589	0.2658451392
590	0.2657640021
591	0.2656617776
592	0.2655304294
593	0.2654534914
594	0.2653225382
595	0.2652113682
596	0.2651296449
597	0.2650374407
598	0.2649596009
599	0.2648425345
600	0.2647395231
601	0.2646507027
602	0.2645415463
603	0.2644637739
604	0.2643977411
605	0.2643158387
606	0.2642228787
607	0.2641276581
608	0.2640521137
609	0.2639046568
610	0.2637941659
611	0.2637211274
612	0.2636306909
613	0.2634996717
614	0.2633892712
615	0.2632893675
616	0.2631949108
617	0.2631093871
618	0.2629822246
619	0.2628906902
620	0.2627912501
621	0.2626995584
622	0.2626078814
623	0.2625145777
624	0.2623917301
625	0.2623014424
626	0.2621790626
627	0.2620762389
628	0.2619611056
629	0.2618939282
630	0.2618090823
631	0.2617155776
632	0.2616102176
633	0.2615152755
634	0.2614392771
635	0.2613347918
636	0.261270792
637	0.2611805234
638	0.2610847686
639	0.2609896264
640	0.2608773297
641	0.2607644974
642	0.2606657696
643	0.2605663734
644	0.2604785222
645	0.260349468
646	0.2602507973
647	0.2601818671
648	0.2600764187
649	0.2599929868
650	0.2599053948
651	0.2598287088
652	0.259746829
653	0.2596518284
654	0.2595665755
655	0.2594757135
656	0.2593516182
657	0.2592912464
658	0.2592035813
659	0.2591200679
660	0.2589632534
661	0.2589020014
662	0.2588166018
663	0.2587558144
664	0.2586788222
665	0.2586280143
666	0.2585308772
667	0.2584479354
668	0.2583453433
669	0.2582589488
670	0.258177224
671	0.2580792876
672	0.2579827462
673	0.2578335994
674	0.2577347268
675	0.2576398894
676	0.2575850179
677	0.2574873132
678	0.2573838668
679	0.2572495419
680	0.2571839768
681	0.2570757687
682	0.2570084085
683	0.2569283385
684	0.2568294778
685	0.2567306894
686	0.2566485043
687	0.256577412
688	0.2564710855
689	0.2563549687
690	0.2562610778
691	0.2561439419
692	0.2560618843
693	0.2559621985
694	0.2558727151
695	0.2557787628
696	0.2557121511
697	0.2556145467
698	0.2555371397
699	0.2554632969
700	0.2553982789
701	0.2553089015
702	0.2552048985
703	0.255103499
704	0.2550213832
705	0.2549367056
706	0.2548471344
707	0.2547666449
708	0.2546740827
709	0.2545999253
710	0.2544883218
711	0.2544329205
712	0.2543331721
713	0.2542753261
714	0.2542263933
715	0.2541436398
716	0.2540616302
717	0.2539880384
718	0.2538964022
719	0.2538055795
720	0.253686163
721	0.2535962832
722	0.2535132739
723	0.2534139745
724	0.2533326965
725	0.253206088
726	0.2531594289
727	0.2530421296
728	0.2529702996
729	0.2528620341
730	0.2527566138
731	0.252592404
732	0.252486026
733	0.2524126646
734	0.2523565068
735	0.2522437295
736	0.2521647743
737	0.2520917722
738	0.2519867441
739	0.2519281079
740	0.2518134324
741	0.2517224098
742	0.2516449764
743	0.251558085
744	0.2514830513
745	0.251415655
746	0.2513214728
747	0.2512346142
748	0.2511581473
749	0.2510726229
750	0.2509946963
751	0.2509149101
752	0.250753306
753	0.2505917875
754	0.2504679315
755	0.250393651
756	0.2503291816
757	0.2502836057
758	0.2502368345
759	0.2501854991
760	0.2501382595
761	0.2500882588
762	0.2499735084
763	0.2499019049
764	0.2498588343
765	0.2498331016
766	0.2497639942
767	0.2496485989
768	0.2495620523
769	0.2494625638
770	0.2493534598
771	0.2492856961
772	0.2491749791
773	0.2490855564
774	0.2489796006
775	0.2488462317
776	0.2487648401
777	0.2486863632
778	0.2486027894
779	0.2485528826
780	0.2484983603
781	0.2484172208
782	0.248343794
783	0.2482738047
784	0.2482163634
785	0.2481225557
786	0.2480549643
787	0.2479937112
788	0.2478886935
789	0.2477586772
790	0.2476510795
791	0.2475620933
792	0.2474114686
793	0.2473236748
794	0.2472058668
795	0.2471510575
796	0.2471094013
797	0.2470246669
798	0.2469215086
799	0.2467748406
800	0.2466824587
801	0.2466068285
802	0.2465030874
803	0.2464335386
804	0.2463227515
805	0.2462654716
806	0.2462003255
807	0.2461265782
808	0.2460338689
809	0.2459492196
810	0.2459090879
811	0.2458083402
812	0.2457026429
813	0.2456446549
814	0.2455561369
815	0.2454520969
816	0.2453538076
817	0.2452938783
818	0.2451770037
819	0.2451161849
820	0.2450434908
821	0.2449636914
822	0.2449045925
823	0.2448083723
824	0.2447621199
825	0.2447022646
826	0.2446476374
827	0.2445581126
828	0.2444510024
829	0.2443662693
830	0.2442618381
831	0.2441988054
832	0.2441098121
833	0.2440111134
834	0.243928996
835	0.2438519255
836	0.2437586874
837	0.2436637255
838	0.2435648498
839	0.2435027385
840	0.24342505
841	0.2433508584
842	0.2432784358
843	0.2431725481
844	0.2430708402
845	0.2430270966
846	0.2429562547
847	0.2429016534
848	0.242818185
849	0.2427539275
850	0.2426803096
851	0.2425953716
852	0.2425135244
853	0.2424472963
854	0.2423257066
855	0.2422579251
856	0.2421609104
857	0.2420500482
858	0.2419746143
859	0.2418452074
860	0.2417791474
861	0.241680681
862	0.2415999661
863	0.2415264858
864	0.2414617277
865	0.2413754743
866	0.241262646
867	0.2411259865
868	0.2410766552
869	0.2410063206
870	0.2409528448
871	0.2408786602
872	0.2408103986
873	0.2407495369
874	0.2406952561
875	0.2405969717
876	0.2405091779
877	0.2404194255
878	0.2403270794
879	0.2402438593
880	0.2401721945
881	0.2400925192
882	0.2399887289
883	0.2398863778
884	0.2397379069
885	0.2396514699
886	0.2395309696
887	0.2394533648
888	0.2393749967
889	0.2393008351
890	0.2392312618
891	0.2391138541
892	0.2389873505
893	0.2388761169
894	0.2388213158
895	0.2387074472
896	0.238626938
897	0.2385532259
898	0.2384890185
899	0.2384307591
900	0.2383530146
901	0.2382846499
902	0.2382135607
903	0.2381452967
904	0.2380503837
905	0.2380052221
906	0.2379332226
907	0.2378082336
908	0.2377219406
909	0.2376830892
910	0.237624907
911	0.237541815
912	0.2374354205
913	0.2373720666
914	0.2372910361
915	0.2371804903
916	0.2371188741
917	0.2370531093
918	0.2369671134
919	0.236861438
920	0.236814862
921	0.2366941131
922	0.2365982204
923	0.2365455361
924	0.2364752521
925	0.2364100323
926	0.2363353147
927	0.2362602248
928	0.2361683239
929	0.2360574808
930	0.235970349
931	0.2359036372
932	0.2358223607
933	0.2357676753
934	0.2356833373
935	0.2356065436
936	0.2355195689
937	0.235419707
938	0.2353677748
939	0.2352643739
940	0.2351946358
941	0.2351140575
942	0.2350072811
943	0.2349315871
944	0.2348332814
945	0.234785517
946	0.2346998004
947	0.2345897776
948	0.2345543044
949	0.2344835833
950	0.2343561234
951	0.2342493811
952	0.2341644733
953	0.2340894021
954	0.2339906106
955	0.2339095349
956	0.2338844802
957	0.2338403748
958	0.233814584
959	0.2337339677
960	0.2336478253
961	0.2335127331
962	0.2334550991
963	0.2333733465
964	0.2333012912
965	0.2332291921
966	0.2331201589
967	0.2330462699
968	0.2329721839
969	0.2328606699
970	0.2327720865
971	0.2327016711
972	0.2326226631
973	0.2325712929
974	0.2324914788
975	0.232422191
976	0.232342551
977	0.2322741748
978	0.2322020865
979	0.2321439498
980	0.2320614401
981	0.2319500286
982	0.2318844181
983	0.2318426873
984	0.2317641889
985	0.231666901
986	0.2315672536
987	0.2314936065
988	0.2314288756
989	0.2313644271
990	0.2312839724
991	0.2312018224
992	0.2311382674
993	0.2310638208
994	0.231007542
995	0.2309610682
996	0.2308300468
997	0.2307545552
998	0.2306935908
999	0.2306306218
